Title	Author	Genres	Rate	Count	Url
Ràng Buộc Dịu Dàng - Chi Đông	Chi Đông	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	8.8	36	https://truyenfull.vision/rang-buoc-diu-dang-chi-dong
Không Nghĩ Tới Đi	Nhiệt Đáo Hôn Quyết	Bách Hợp, Trọng Sinh, Sủng	8.8	30	https://truyenfull.vision/khong-nghi-toi-di
Suối Tiên Của Xu Nữ	Nhu Nạo Khinh Mạng	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	8.8	25	https://truyenfull.vision/suoi-tien-cua-xu-nu
Tạ Triều Triều - Cửu Nhất	Cửu Nhất	Ngôn Tình, Trọng Sinh, Cung Đấu, Nữ Cường, Cổ Đại	8.8	22	https://truyenfull.vision/ta-trieu-trieu-cuu-nhat
Cẩm Nang Sinh Tồn Của Kẻ Mê Ăn Ở Cổ Đại	Khả Nhạc Khương Thang	Ngôn Tình, Xuyên Không, Trọng Sinh, Hài Hước, Điền Văn, Cổ Đại, Khác	8.8	19	https://truyenfull.vision/cam-nang-sinh-ton-cua-ke-me-an-o-co-dai
Diệp Quân Nương - Gian Gian Thỏ Tử	Gian Gian Thỏ Tử	Trọng Sinh, Nữ Cường, Cổ Đại, Khác	8.8	14	https://truyenfull.vision/diep-quan-nuong-gian-gian-tho-tu
Sổ Tay Theo Đuổi Vợ Của Thái Tử	Thanh Sơn Vấn Ngã	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.8	14	https://truyenfull.vision/so-tay-theo-duoi-vo-cua-thai-tu
Quy Tắc Báo Thù Của Người Vợ Bị Ruồng Bỏ	Zhihu	Trọng Sinh, Cung Đấu, Nữ Cường, Cổ Đại	8.8	9	https://truyenfull.vision/quy-tac-bao-thu-cua-nguoi-vo-bi-ruong-bo
Bạn Trai Tỷ Phú Tái Sinh	Lý Tiểu Đao	Đô Thị, Trọng Sinh, Khác	8.8	5	https://truyenfull.vision/ban-trai-ty-phu-tai-sinh
Thiều Hoa Vì Quân Gả	Hoa Nhật Phi	Trọng Sinh, Cổ Đại	8.7	1178	https://truyenfull.vision/thieu-hoa-vi-quan-ga
Khôn Ninh	Thời Kính	Ngôn Tình, Trọng Sinh, Cổ Đại	8.7	820	https://truyenfull.vision/khon-ninh
Dưỡng Nữ Thành Phi	Phong Ngôn Nhiễm	Kiếm Hiệp, Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Nữ Cường, Cổ Đại, Sủng	8.7	731	https://truyenfull.vision/duong-nu-thanh-phi
Yêu Anh Phụ Hồ Sát Vách	Mỹ Nhân Vô Sương	Ngôn Tình, Trọng Sinh, Nữ Cường	8.7	511	https://truyenfull.vision/yeu-anh-phu-ho-sat-vach
(Quyển 1) Bà Đây Đem Vai Ác Dương Oai	Mặc Linh	Ngôn Tình, Huyền Huyễn, Xuyên Không, Trọng Sinh, Nữ Cường, Hài Hước, Cổ Đại, Khác, Sủng	8.7	449	https://truyenfull.vision/ba-day-dem-vai-ac-duong-oai
Hoàng Hậu Bị Phu Quân Mặt Dày Tính Kế	Phân Phân Hòa Quang	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	8.7	289	https://truyenfull.vision/hoang-hau-bi-phu-quan-mat-day-tinh-ke
Tặng Chàng Một Đời Vẻ Vang	Hoa Nhật Phi	Trọng Sinh, Cổ Đại, Khác	8.7	159	https://truyenfull.vision/tang-chang-mot-doi-ve-vang
Đổi Một Người Vợ Hiền	Minh Tinh	Ngôn Tình, Trọng Sinh	8.7	145	https://truyenfull.vision/doi-mot-nguoi-vo-hien
Sao Thủy	Tịch Bát Gia Tử	Ngôn Tình, Đô Thị, Trọng Sinh, Khác, Sủng	8.7	142	https://truyenfull.vision/sao-thuy
Sủng Em Tận Xương - Tử Thanh Du	Tử Thanh Du	Ngôn Tình, Đô Thị, Trọng Sinh, Gia Đấu	8.7	97	https://truyenfull.vision/sung-em-tan-xuong-tu-thanh-du
Ảnh Đế Cũng Yêu Mèo	An Chi Nhược Miên	Ngôn Tình, Huyền Huyễn, Trọng Sinh, Sủng	8.7	95	https://truyenfull.vision/anh-de-cung-yeu-meo
Sống Lại, Tôi Cùng Chồng Cũ Nuôi Dưỡng Các Con Thành Tài	Zhihu	Ngôn Tình, Trọng Sinh, Sủng, Hệ Thống	8.7	71	https://truyenfull.vision/song-lai-toi-cung-chong-cu-nuoi-duong-cac-con-thanh-tai
Trọng Sinh Để Yêu Anh	ChangNocMi	Ngôn Tình, Đô Thị, Trọng Sinh, Khác, Sủng	8.7	67	https://truyenfull.vision/trong-sinh-de-yeu-anh-1
[Quyển 1][EDIT] Mạt Thế Trọng Sinh Nữ Vương: Đế Thiếu, Quỳ Xuống!	Lưu Ly Chi Nguyệt	Ngôn Tình, Trọng Sinh	8.7	58	https://truyenfull.vision/quyen1edit-mat-the-trong-sinh-nu-vuong-de-thieu-quy-xuong
Yêu Phải Tiểu Thư 0 Điểm	Lục Phong Tranh	Ngôn Tình, Trọng Sinh	8.7	54	https://truyenfull.vision/yeu-phai-tieu-thu-0-diem
Ngai Vàng Không Bằng Dưỡng Muội	Mục Đề Hoàng Hoàng	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	8.7	45	https://truyenfull.vision/ngai-vang-khong-bang-duong-muoi
Đóa Hoa Của Riêng Em	Zhihu	Đô Thị, Trọng Sinh, Nữ Cường	8.7	44	https://truyenfull.vision/doa-hoa-cua-rieng-em
[Quyển 4] Ảnh Hậu Giới Giải Trí Trọng Sinh	Du Nhân	Ngôn Tình, Trọng Sinh, Khác, Sủng	8.7	42	https://truyenfull.vision/quyen-4-anh-hau-gioi-giai-tri-trong-sinh
Nuôi Vai Ác Ở Thập Niên 80	Thời Hoè Tự	Ngôn Tình, Xuyên Không, Trọng Sinh, Gia Đấu, Điền Văn, Sủng, Hệ Thống	8.7	40	https://truyenfull.vision/nuoi-vai-ac-o-thap-nien-80
Cha Mỹ Nhân Của Ta Hắc Hoá Rồi!!!	Tiểu Tân Trà	Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Khác	8.7	33	https://truyenfull.vision/cha-my-nhan-cua-ta-hac-hoa-roi
Dị Năng Thiên Bẩm, Nữ Đầu Bếp Diệt Trừ Ác Quỷ	Khách Sạn Trà Thiên Sơn/天山茶賓館	Đô Thị, Huyền Huyễn, Xuyên Không, Trọng Sinh, Nữ Cường, Hài Hước	8.7	26	https://truyenfull.vision/di-nang-thien-bam-nu-dau-bep-diet-tru-ac-quy
Nông Gia Tiểu Hãn Phi: Mang Theo Đệ Muội Kiếm Sống	Bảo Huyên	Trọng Sinh, Điền Văn, Cổ Đại, Khác	8.7	24	https://truyenfull.vision/nong-gia-tieu-han-phi-mang-theo-de-muoi-kiem-song
A Châu	Huyền Cơ Tiểu Ngư	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Đoản Văn	8.7	16	https://truyenfull.vision/a-chau
Bia Đỡ Đạn Phản Công	Hoàn Nhĩ WR	Ngôn Tình, Khoa Huyễn, Võng Du, Dị Giới, Huyền Huyễn, Xuyên Không, Trọng Sinh, Dị Năng, Cung Đấu, Hài Hước, Điền Văn, Cổ Đại, Mạt Thế, Nữ Phụ	8.6	1499	https://truyenfull.vision/bia-do-dan-phan-cong
Danh Môn Độc Sủng	Hoa Đào Dẫn	Ngôn Tình, Trọng Sinh, Nữ Cường, Hài Hước, Sủng	8.6	885	https://truyenfull.vision/danh-mon-doc-sung
Sau Khi Trùng Sinh Bốn Người Anh Đều Cưng Chiều Tôi	Phong Nguyệt Tác Bút	Ngôn Tình, Trọng Sinh, Sủng	8.6	879	https://truyenfull.vision/sau-khi-trung-sinh-bon-nguoi-anh-deu-cung-chieu-toi
Tiểu Sủng Hậu Dưỡng Thành Ký	Giản Diệc Dung	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.6	631	https://truyenfull.vision/tieu-sung-hau-duong-thanh-ky
Sủng Thê Làm Hoàng Hậu	Mạt Trà Khúc Kỳ	Ngôn Tình, Trọng Sinh, Cổ Đại	8.6	626	https://truyenfull.vision/sung-the-lam-hoang-hau
Nữ Phụ Trở Về	Mạt Dược	Ngôn Tình, Trọng Sinh, Nữ Phụ	8.6	536	https://truyenfull.vision/nu-phu-tro-ve
Ta Là Chính Thê Của Chàng	Văn Nhất Nhất	Ngôn Tình, Lịch Sử, Xuyên Không, Trọng Sinh	8.6	487	https://truyenfull.vision/ta-la-chinh-the-cua-chang
Nhật Ký Xoay Người Ở Hậu Cung	Dạ Chi Dạ	Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Cổ Đại	8.6	448	https://truyenfull.vision/nhat-ky-xoay-nguoi-o-hau-cung
Mĩ Nhân Mềm Mại	Đằng La Vi Chi	Ngôn Tình, Trọng Sinh, Sủng	8.6	401	https://truyenfull.vision/mi-nhan-mem-mai
Ta Vì Biểu Thúc Họa Tân Trang	Tiếu Giai Nhân	Ngôn Tình, Trọng Sinh, Gia Đấu, Hài Hước, Điền Văn, Cổ Đại, Khác, Sủng	8.6	373	https://truyenfull.vision/ta-vi-bieu-thuc-hoa-tan-trang
Mị Công Khanh	Lâm Gia Thành	Ngôn Tình, Trọng Sinh	8.6	246	https://truyenfull.vision/mi-cong-khanh
Nữ Phụ Không Có Khát Vọng Sống	Đằng La Vi Chi	Ngôn Tình, Trọng Sinh, Khác, Nữ Phụ	8.6	204	https://truyenfull.vision/nu-phu-khong-co-khat-vong-song
Bộ Đồ Mới Của Hoàng Hậu	Phong Hà Du Nguyệt	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.6	204	https://truyenfull.vision/bo-do-moi-cua-hoang-hau
Trọng Đăng Tiên Đồ	Thiệu Hưng Thập Nhất	Ngôn Tình, Huyền Huyễn, Trọng Sinh	8.6	187	https://truyenfull.vision/trong-dang-tien-do
Sống Lại Tôi Trở Thành Họa Quốc Yêu Nữ	Thiên Sơn Trà Khách	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.6	179	https://truyenfull.vision/song-lai-toi-tro-thanh-hoa-quoc-yeu-nu
Cảnh Xuân Nam Triều	Lâm Gia Thành	Ngôn Tình, Trọng Sinh	8.6	179	https://truyenfull.vision/canh-xuan-nam-trieu
Quán Ăn Nhỏ Của Mỹ Nhân	Ngân Hà Rực Rỡ	Ngôn Tình, Trọng Sinh, Cổ Đại	8.6	163	https://truyenfull.vision/quan-an-nho-cua-my-nhan
Nếu Có Duyên Trọng Sinh	Nhất Niệm	Ngôn Tình, Trọng Sinh	8.6	153	https://truyenfull.vision/neu-co-duyen-trong-sinh
Hoàng Ân	Tiếu Giai Nhân	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	8.6	153	https://truyenfull.vision/hoang-an
Bóp Chết Đóa Hoa Sen Trắng Kia	Trọng Cẩn	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	8.6	126	https://truyenfull.vision/bop-chet-doa-hoa-sen-trang-kia
Mỹ Nam Tâm Kế	Phân Phân Hòa Quang	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.6	121	https://truyenfull.vision/my-nam-tam-ke
Ngủ Dậy Một Giấc Tôi Gả Cho Tổng Tài	Tử Thanh Du	Ngôn Tình, Trọng Sinh	8.6	112	https://truyenfull.vision/ngu-day-mot-giac-toi-ga-cho-tong-tai
Năm Tháng Không Từ Bỏ	Vô Tâm Đàm Tiếu	Bách Hợp, Trọng Sinh, Ngược	8.6	78	https://truyenfull.vision/nam-thang-khong-tu-bo
Đời Người Bình Thản	Nam Lâu Họa Giác	Ngôn Tình, Trọng Sinh	8.6	74	https://truyenfull.vision/doi-nguoi-binh-than
Tiên Đài Có Cây	Cuồng Thượng Gia Cuồng	Ngôn Tình, Trọng Sinh, Cổ Đại	8.6	65	https://truyenfull.vision/tien-dai-co-cay
Nàng Muốn Cùng Ta Ly Hôn	Phong Nhận Tác Thư	Bách Hợp, Trọng Sinh	8.6	64	https://truyenfull.vision/nang-muon-cung-ta-ly-hon
Hai Kiếp Chuộc Tội	Tư Hậu Bất Thành	Trọng Sinh, Cổ Đại	8.6	62	https://truyenfull.vision/hai-kiep-chuoc-toi
Học Thần Giới Giải Trí	Anh Duẩn Thời	Ngôn Tình, Trọng Sinh, Hài Hước	8.6	59	https://truyenfull.vision/hoc-than-gioi-giai-tri
Mất Trí Nhớ - Trường Nhiên	Trường Nhiên	Ngôn Tình, Trọng Sinh, Khác, Sủng	8.6	32	https://truyenfull.vision/mat-tri-nho-truong-nhien
Kiến Long	Thái Dương Khuẩn	Tiên Hiệp, Huyền Huyễn, Bách Hợp, Trọng Sinh, Cổ Đại, Khác	8.6	15	https://truyenfull.vision/kien-long
Ôn Nhu Ái Nhân	Hựu Thu	Đô Thị, Bách Hợp, Trọng Sinh	8.6	12	https://truyenfull.vision/on-nhu-ai-nhan
Tư Quỳnh Tư Đình, Không Tư Quân	Học Giả Câu Cá Cấp 1 Quốc Gia	Trọng Sinh, Nữ Cường, Cổ Đại	8.6	9	https://truyenfull.vision/tu-quynh-tu-dinh-khong-tu-quan
Gió Ấm Không Bằng Anh Thâm Tình	Thanh Thanh Thùy Tiếu	Ngôn Tình, Trọng Sinh	8.5	6016	https://truyenfull.vision/gio-am-khong-bang-anh-tham-tinh-110920
Trọng Sinh Sủng Phi	Cửu Lam	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	8.5	879	https://truyenfull.vision/truyen-trong-sinh-sung-phi
Công Chúa Thành Vương Phi	Tiếu Dương	Xuyên Không, Trọng Sinh, Cung Đấu, Gia Đấu, Cổ Đại	8.5	706	https://truyenfull.vision/cong-chua-thanh-vuong-phi
Sinh Con Thời Mạt Thế	Bao Bao Tử	Ngôn Tình, Khoa Huyễn, Huyền Huyễn, Trọng Sinh, Mạt Thế	8.5	652	https://truyenfull.vision/sinh-con-thoi-mat-the-180620
Kế Hoạch Theo Đuổi Vợ Yêu	U Phi Nha	Ngôn Tình, Khoa Huyễn, Trọng Sinh, Dị Năng, Hệ Thống	8.5	634	https://truyenfull.vision/ke-hoach-theo-duoi-vo-yeu-110920
Nhật Ký Trọng Sinh Của Tra Nữ	Tuyết Mặc	Ngôn Tình, Đô Thị, Trọng Sinh, Sủng	8.5	631	https://truyenfull.vision/nhat-ky-trong-sinh-cua-tra-nu
Từ Quả Phụ Đến Quý Phụ	Nhất Cá Tiểu Bình Cái Nắp Ấm Nhỏ	Ngôn Tình, Trọng Sinh, Điền Văn, Cổ Đại	8.5	506	https://truyenfull.vision/tu-qua-phu-den-quy-phu
Anh Ấy Vẫn Yêu Tôi	Minh Quế Tái Tửu	Ngôn Tình, Trọng Sinh	8.5	505	https://truyenfull.vision/anh-ay-van-yeu-toi
Sủng Phi Thượng Vị Ký	Mạch Thượng Phù Tô	Ngôn Tình, Trọng Sinh, Cổ Đại	8.5	413	https://truyenfull.vision/sung-phi-thuong-vi-ky
Lão Đại Là Nữ Lang	La Thanh Mai	Ngôn Tình, Trọng Sinh, Quan Trường, Nữ Cường, Gia Đấu, Cổ Đại, Khác, Sủng	8.5	367	https://truyenfull.vision/lao-dai-la-nu-lang
Tà Vương Tuyệt Sủng Cuồng Phi	Tiêu Tùy Duyên	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Cường, Cổ Đại	8.5	363	https://truyenfull.vision/ta-vuong-tuyet-sung-cuong-phi
Siêu Sao Trở Lại	Gạo Nếp Đường Trắng	Ngôn Tình, Đô Thị, Trọng Sinh	8.5	238	https://truyenfull.vision/sieu-sao-tro-lai
Trưởng Công Chúa	Mặc Thư Bạch	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại, Khác	8.5	223	https://truyenfull.vision/truong-cong-chua
Trở Về Thời Niên Thiếu Của Chồng Tôi	Thu Nhi Phương	Ngôn Tình, Trọng Sinh, Sủng, Hệ Thống	8.5	178	https://truyenfull.vision/tro-ve-thoi-nien-thieu-cua-chong-toi
Hải Đường Hoa Lệ	Dư Lạc Thuần	Ngôn Tình, Trọng Sinh	8.5	171	https://truyenfull.vision/hai-duong-hoa-le
Mỹ Nhân Nhập Vai	Hoắc Hương Cô	Huyền Huyễn, Xuyên Không, Trọng Sinh, Cổ Đại, Khác, Nữ Phụ, Sủng, Hệ Thống	8.5	167	https://truyenfull.vision/my-nhan-nhap-vai
Xuân Giang Hoa Nguyệt	Bồng Lai Khách	Ngôn Tình, Trọng Sinh, Gia Đấu, Cổ Đại, Khác, Sủng	8.5	150	https://truyenfull.vision/xuan-giang-hoa-nguyet
Cuộc Sống Thản Nhiên Của Cố Ninh	Thanh Thanh Tử Khâm	Ngôn Tình, Trọng Sinh	8.5	133	https://truyenfull.vision/cuoc-song-than-nhien-cua-co-ninh
Kiếm Tiên Là Bạn Trai Cũ Của Ta	Mặc Thư Bạch	Tiên Hiệp, Ngôn Tình, Huyền Huyễn, Trọng Sinh, Cổ Đại	8.5	132	https://truyenfull.vision/kiem-tien-la-ban-trai-cu-cua-ta
Cách Nuôi Dưỡng Bệnh Kiều	Phế Danh Quân	Ngôn Tình, Xuyên Không, Trọng Sinh, Cổ Đại, Khác	8.5	90	https://truyenfull.vision/cach-nuoi-duong-benh-kieu
[Quyển 2] Ảnh Hậu Giới Giải Trí Trọng Sinh	Du Nhân	Ngôn Tình, Trọng Sinh, Khác	8.5	80	https://truyenfull.vision/quyen-2-anh-hau-gioi-giai-tri-trong-sinh
Sau Khi Trọng Sinh, Ta Chọn Khất Cái Để Trả Thù	Phong Vãn Nam Tri	Huyền Huyễn, Trọng Sinh, Cổ Đại, Ngược, Đoản Văn	8.5	58	https://truyenfull.vision/sau-khi-trong-sinh-ta-chon-khat-cai-de-tra-thu
Vì Em Mà Đến - Nhất Điểm Điểm	Nhất Điểm Điểm	Ngôn Tình, Trọng Sinh, Khác, Đoản Văn	8.5	53	https://truyenfull.vision/vi-em-ma-den-nhat-diem-diem
Nam Kha Nhị Mộng - Mộ Trầm Sở	Mộ Trầm Sở	Ngôn Tình, Huyền Huyễn, Trọng Sinh, Cổ Đại, Ngược	8.5	40	https://truyenfull.vision/nam-kha-nhi-mong-mo-tram-so
Lá Khô Chờ Mùa Xuân	Vũ Tại Hạ	Ngôn Tình, Đô Thị, Trọng Sinh, Khác, Đoản Văn	8.5	40	https://truyenfull.vision/la-kho-cho-mua-xuan
Học Thần Trở Lại	Nhất Điểm Điểm	Ngôn Tình, Trọng Sinh, Nữ Cường, Khác, Đoản Văn, Hệ Thống	8.5	30	https://truyenfull.vision/hoc-than-tro-lai
Cẩm Nang Sinh Tồn Bắt Đầu Từ Địa Ngục	Tiểu Tiên Nữ	Xuyên Không, Trọng Sinh, Nữ Cường, Cổ Đại	8.5	24	https://truyenfull.vision/cam-nang-sinh-ton-bat-dau-tu-dia-nguc
Sau Khi Xuyên Không, Tôi Trở Thành Bác Sỹ Nổi Tiếng Toàn Cầu	Hương Dụ Tô Bì	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh, Nữ Cường, Sủng	8.5	21	https://truyenfull.vision/sau-khi-xuyen-khong-toi-tro-thanh-bac-sy-noi-tieng-toan-cau
Mệnh Ta, Ta Quyết Định - An Dương	An Dương	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại	8.5	17	https://truyenfull.vision/menh-ta-ta-quyet-dinh-an-duong
Cẩm Tú Lan San	Trì Tảo Tảo	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Cường, Cổ Đại	8.5	17	https://truyenfull.vision/cam-tu-lan-san
Thập Niên 50: Nhật Ký Làm Ruộng Làm Giàu Của Vợ Chồng Đại Lão	Mộc Đan (Tiểu Yêu Nữ)	Xuyên Không, Trọng Sinh, Điền Văn, Mạt Thế	8.5	15	https://truyenfull.vision/thap-nien-50-nhat-ky-lam-ruong-lam-giau-cua-vo-chong-dai-lao
Mái Hiên Phủ Tuyết - Toái Nguyệt Lượng	Toái Nguyệt Lượng	Ngôn Tình, Trọng Sinh, Cung Đấu, Nữ Cường, Gia Đấu, Cổ Đại, Khác	8.5	13	https://truyenfull.vision/mai-hien-phu-tuyet-toai-nguyet-luong
Sau Khi Sống Lại Ta Tráo Đổi Thân Phận Với Muội Muội	Dữu Tử Hoa Thuyền	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại	8.5	13	https://truyenfull.vision/sau-khi-song-lai-ta-trao-doi-than-phan-voi-muoi-muoi
Không Phụ Minh Nguyệt Không Phụ Khanh	Zhihu	Ngôn Tình, Trọng Sinh, Cổ Đại, Khác, Sủng	8.5	8	https://truyenfull.vision/khong-phu-minh-nguyet-khong-phu-khanh
Chư Thiên Quay Về Cuộc Sống Tu Tiên	Tiến Bình	Tiên Hiệp, Trọng Sinh, Khác	8.5	6	https://truyenfull.vision/chu-thien-quay-ve-cuoc-song-tu-tien
Lục Gia Cưng Chiều Bảo Bối	Nguyệt Không Đồng	Ngôn Tình, Linh Dị, Trọng Sinh, Sủng	8.4	944	https://truyenfull.vision/luc-gia-cung-chieu-bao-boi
Trọng Sinh Chi Ôn Uyển	Lục Nguyệt Hạo Tuyết	Ngôn Tình, Xuyên Không, Trọng Sinh, Cung Đấu, Nữ Cường, Cổ Đại	8.4	899	https://truyenfull.vision/trong-sinh-chi-on-uyen
Mỹ Nhân Hoàng Gia	Bạc Yên	Ngôn Tình, Trọng Sinh, Hài Hước, Cổ Đại, Sủng	8.4	775	https://truyenfull.vision/my-nhan-hoang-gia
Huynh Trưởng Của Ta Là Tiên Đế	Bạc Hà Miêu	Ngôn Tình, Trọng Sinh, Cổ Đại	8.4	474	https://truyenfull.vision/huynh-truong-cua-ta-la-tien-de
Tái Thế Làm Phi	Tổng Công Đại Nhân	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.4	431	https://truyenfull.vision/tai-the-lam-phi
Phượng Nghiên Trấn Quốc	JFang	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.4	390	https://truyenfull.vision/phuong-nghien-tran-quoc
Sủng Thiếp Ở Vương Phủ	Giả Diện Đích Thịnh Yến	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.4	314	https://truyenfull.vision/sung-thiep-o-vuong-phu
Nhật Ký Dưỡng Thành Thừa Tướng	Văn Đàn	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.4	308	https://truyenfull.vision/nhat-ky-duong-thanh-thua-tuong
Thang Tiêu	Sâm Trung Nhất Tiểu Yêu	Ngôn Tình, Xuyên Không, Trọng Sinh	8.4	203	https://truyenfull.vision/thang-tieu
Trùng Sinh Tiểu Nương Tử Ghi Việc (Ký Sự Của Tiểu Nương Tử)	Vân Nhất Nhất	Trọng Sinh, Cổ Đại, Sủng	8.4	199	https://truyenfull.vision/trung-sinh-tieu-nuong-tu-ghi-viec
Trùng Sinh Nông Phu	Hoa Hoa Hòa Ảnh	Trọng Sinh, Gia Đấu, Điền Văn	8.4	192	https://truyenfull.vision/trung-sinh-nong-phu
Sống Lại Sinh Em Bé	Sâm Trung Nhất Tiểu Yêu	Ngôn Tình, Trọng Sinh	8.4	184	https://truyenfull.vision/song-lai-sinh-em-be
Xin Chào Tình Yêu	Lan Chi	Ngôn Tình, Đô Thị, Trọng Sinh	8.4	182	https://truyenfull.vision/xin-chao-tinh-yeu
Lời Tuyên Ngôn Của Trung Khuyển Hoạn Quan	Khủng Long Ăn Cỏ	Ngôn Tình, Trọng Sinh, Cung Đấu, Cổ Đại	8.4	161	https://truyenfull.vision/loi-tuyen-ngon-cua-trung-khuyen-hoan-quan
Nhất Thế Triêu Hoa	Thất Nguyệt Ngư Dương	Ngôn Tình, Huyền Huyễn, Trọng Sinh	8.4	159	https://truyenfull.vision/nhat-the-trieu-hoa
Trùng Sinh Chi Kiều Kiều (Kiều Kiều Trọng Sinh)	Vivian	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh	8.4	157	https://truyenfull.vision/trung-sinh-chi-kieu-kieu-kieu-kieu-trong-sinh
Chiến Lược Ly Hôn Của Ảnh Hậu Hết Thời	Tam Nguyệt Đồ Đằng	Ngôn Tình, Bách Hợp, Trọng Sinh	8.4	150	https://truyenfull.vision/chien-luoc-ly-hon-cua-anh-hau-het-thoi
Trọng Sinh Chuộc Tội Với Vợ Và Con	Mại Điêu Đích Nhân	Ngôn Tình, Trọng Sinh, Điền Văn, Sủng	8.4	138	https://truyenfull.vision/trong-sinh-chuoc-toi-voi-vo-va-con
Binh Ca Ca Là Người Anh Tốt	Túy Tiểu Tiên	Ngôn Tình, Trọng Sinh, Sủng	8.4	138	https://truyenfull.vision/binh-ca-ca-la-nguoi-anh-tot
Quyền Thần Chưởng Tâm Kiều	Ức Mộc	Ngôn Tình, Trọng Sinh, Cổ Đại, Sủng	8.4	134	https://truyenfull.vision/quyen-than-chuong-tam-kieu
Quân Hôn 70: Đội Trưởng Đội Cứu Hỏa Sủng Thê Như Bảo	Tửu Nhưỡng Đại Ly Tử	Ngôn Tình, Xuyên Không, Trọng Sinh, Nữ Cường, Điền Văn, Sủng	8.4	123	https://truyenfull.vision/quan-hon-70-doi-truong-doi-cuu-hoa-sung-the-nhu-bao
Lên Nhầm Kiệu Hoa	Lục Dược	Ngôn Tình, Lịch Sử, Trọng Sinh, Cung Đấu, Cổ Đại, Sủng	8.4	114	https://truyenfull.vision/len-nham-kieu-hoa
Đoàn Sủng Vai Ác Ba Tuổi Rưỡi	Tùng Đình	Ngôn Tình, Trọng Sinh, Sủng, Hệ Thống	8.4	112	https://truyenfull.vision/doan-sung-vai-ac-ba-tuoi-ruoi
Tổng Giám Đốc Siêu Cấp Giàu Có Là Chồng Tôi	Lâm Miên Miên	Ngôn Tình, Trọng Sinh	8.4	98	https://truyenfull.vision/tong-giam-doc-sieu-cap-giau-co-la-chong-toi
Ảnh Hậu Thích Ăn Hàng	Yên Chi Tây Nịnh	Ngôn Tình, Trọng Sinh	8.4	96	https://truyenfull.vision/anh-hau-thich-an-hang
Cố Tiểu Tây	Khuyết Danh	Ngôn Tình, Trọng Sinh, Khác, Sủng	8.4	95	https://truyenfull.vision/co-tieu-tay
Chưa Tới Ngày Về	Tuyết Mãn Đầu	Ngôn Tình, Trọng Sinh, Cổ Đại, Ngược	8.4	91	https://truyenfull.vision/chua-toi-ngay-ve
Lại Thấy 1982 (Hựu Kiến 1982)	Tâm Hương Tung	Ngôn Tình, Trọng Sinh, Điền Văn	8.4	88	https://truyenfull.vision/lai-thay-1982-huu-kien-1982
Sau Khi Bị Cắm Sừng Tôi Trùng Sinh Rồi	Đào Hoà Chi	Ngôn Tình, Trọng Sinh	8.4	67	https://truyenfull.vision/sau-khi-bi-cam-sung-toi-trung-sinh-roi
Bà Hoàng Giới Giải Trí Vẫn Là Tôi	Bản Lật Tử	Ngôn Tình, Đô Thị, Xuyên Không, Trọng Sinh, Khác, Sủng	8.4	66	https://truyenfull.vision/ba-hoang-gioi-giai-tri-van-la-toi
Hạ Luyến Tương Phùng	Mộ Tư Tại Viễn Đạo	Ngôn Tình, Xuyên Không, Trọng Sinh, Khác, Đoản Văn	8.4	60	https://truyenfull.vision/ha-luyen-tuong-phung
Anh Ấy Chỉ Thích Tôi	Nam Lâm Đậu Đậu	Ngôn Tình, Trọng Sinh, Sủng	8.4	53	https://truyenfull.vision/anh-ay-chi-thich-toi
Thục Nhân - Mạt Trà Thời Quang	Mạt Trà Thời Quang	Ngôn Tình, Trọng Sinh, Nữ Cường, Cổ Đại, Đoản Văn	8.4	47	https://truyenfull.vision/thuc-nhan-mat-tra-thoi-quang
